Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD, Sales_Volume ,Sales_Classification,,,,
M3,2021,Asia,Silver,Hybrid,Manual,1.7,48591,96482,"8,085.00",High,,,,
X5,2012,Europe,White,Electric,Manual,2.4,108811,116213,"7,255.00",High,,,,
X1,2017,Asia,Grey,Diesel,Automatic,2.9,104870,85275,"7,155.00",High,,,,
X3,2024,North America,Blue,Hybrid,Manual,4.6,84276,96933,"2,014.00",Low,,,,
5 Series,2018,Africa,Blue,Electric,Manual,2.8,185302,77005,"1,297.00",Low,,,,
3 Series,2015,Middle East,Silver,Petrol,Manual,3.5,195629,84967,457,Low,,,,
X3,2015,North America,Blue,Hybrid,Manual,3.8,188678,69816,"1,917.00",Low,,,,
M5,2011,Africa,White,Hybrid,Manual,2.5,157541,105737,"4,502.00",Low,,,,
X1,2019,South America,Silver,Diesel,Automatic,3.5,9897,46640,"5,046.00",Low,,,,
M3,2011,North America,Silver,Electric,Manual,1.7,171571,85691,"2,005.00",Low,,,,
X5,2015,Asia,Black,Petrol,Automatic,3.2,30273,112711,"9,853.00",High,,,,
3 Series,2021,Africa,Silver,Petrol,Manual,2.8,116172,82909,160,Low,,,,
X6,2017,South America,Black,Petrol,Manual,2.7,182392,91127,"1,404.00",Low,,,,
M5,2011,South America,White,Hybrid,Automatic,2.3,129739,101180,128,Low,,,,
M3,2018,North America,Red,Electric,Automatic,4.4,116270,102026,"5,319.00",Low,,,,
5 Series,2022,South America,Silver,Petrol,Automatic,4.6,30279,115083,"9,473.00",High,,,,
3 Series,2021,North America,Grey,Electric,Manual,4.6,83608,89369,"7,897.00",High,,,,
X3,2023,Middle East,Blue,Petrol,Automatic,2.9,74169,114507,"2,885.00",Low,,,,
7 Series,2018,South America,Blue,Diesel,Manual,2.4,87883,76090,706,Low,,,,
i3,2024,Middle East,Red,Diesel,Manual,1.8,185376,71758,"1,190.00",Low,,,,
i3,2023,South America,Blue,Electric,Automatic,3.9,58541,113784,"9,994.00",High,,,,
X1,2013,North America,Silver,Diesel,Manual,2.7,76113,91630,"8,717.00",High,,,,
M5,2013,Europe,Grey,Diesel,Manual,2.5,194211,56461,"7,475.00",High,,,,
X5,2013,Asia,Grey,Petrol,Automatic,2.8,122407,80747,"5,100.00",Low,,,,
3 Series,2020,South America,Blue,Electric,Automatic,3.4,176095,64925,"1,484.00",Low,,,,
M3,2014,Africa,Blue,Petrol,Manual,2.1,97895,94591,"7,641.00",High,,,,
M3,2017,Africa,Blue,Electric,Automatic,4.9,130435,100076,"7,783.00",High,,,,
M5,2011,Asia,Black,Petrol,Automatic,4.1,72231,47715,"3,473.00",Low,,,,
3 Series,2020,Africa,White,Electric,Manual,1.7,128860,113284,"3,948.00",Low,,,,
5 Series,2014,Asia,Black,Hybrid,Manual,2.6,116225,100011,"9,382.00",High,,,,
M5,2023,Asia,Blue,Petrol,Manual,1.7,132848,105142,"2,284.00",Low,,,,
7 Series,2011,South America,Blue,Hybrid,Automatic,2.3,109835,84259,"4,426.00",Low,,,,
i3,2024,Africa,White,Diesel,Manual,2.5,165811,94168,"4,329.00",Low,,,,
M5,2020,Europe,Blue,Hybrid,Manual,4,115372,41441,"8,716.00",High,,,,
M5,2020,South America,Blue,Petrol,Automatic,4,158845,55571,"8,187.00",High,,,,
i8,2017,Africa,Grey,Hybrid,Manual,1.7,18024,31232,"2,784.00",Low,,,,
i3,2010,Middle East,Blue,Electric,Manual,3.6,20114,69933,"4,009.00",Low,,,,
M5,2024,North America,Silver,Diesel,Manual,4.9,17006,68011,"6,636.00",Low,,,,
5 Series,2016,North America,Grey,Hybrid,Manual,3.7,106770,39638,679,Low,,,,
X3,2012,Asia,Blue,Petrol,Automatic,4.9,81625,98293,"9,010.00",High,,,,
X6,2013,Africa,Grey,Petrol,Manual,2.8,129364,118034,"4,606.00",Low,,,,
X5,2023,Middle East,Silver,Hybrid,Manual,3.1,150308,42318,"2,992.00",Low,,,,
M3,2024,Asia,Black,Electric,Manual,3.2,85971,95328,"2,253.00",Low,,,,
X1,2017,North America,White,Diesel,Manual,4.7,64803,89651,"9,035.00",High,,,,
5 Series,2012,Africa,Blue,Electric,Manual,2.8,161272,40264,"9,887.00",High,,,,
X6,2021,Asia,Grey,Hybrid,Automatic,4.9,174400,68051,"3,333.00",Low,,,,
X6,2022,Europe,Silver,Electric,Manual,3.4,42937,48847,"7,369.00",High,,,,
5 Series,2022,North America,Blue,Hybrid,Manual,2.3,154118,92079,"5,531.00",Low,,,,
M5,2016,Europe,Red,Petrol,Manual,1.9,158398,77656,"7,547.00",High,,,,
7 Series,2021,South America,Silver,Hybrid,Manual,2.1,135906,49687,"4,385.00",Low,,,,
X6,2010,South America,Black,Diesel,Automatic,1.6,44649,56245,370,Low,,,,
X6,2018,Africa,Blue,Electric,Automatic,3.9,69003,95035,"3,139.00",Low,,,,
3 Series,2022,South America,Grey,Petrol,Automatic,3.3,91039,49074,504,Low,,,,
M3,2015,North America,White,Electric,Automatic,4.1,89276,47296,"4,434.00",Low,,,,
i3,2012,North America,Black,Hybrid,Manual,4.2,175512,105606,"6,921.00",Low,,,,
5 Series,2016,Middle East,Silver,Diesel,Manual,4.8,82119,92968,"7,243.00",High,,,,
X3,2024,Asia,Grey,Hybrid,Manual,1.9,152830,85240,"3,083.00",Low,,,,
i8,2022,Asia,Red,Diesel,Manual,2.2,131406,98854,"1,337.00",Low,,,,
3 Series,2014,Asia,Grey,Diesel,Automatic,3.4,92968,104912,"9,680.00",High,,,,
i3,2017,Middle East,Blue,Diesel,Manual,2,94309,118487,"7,371.00",High,,,,
X6,2017,North America,Silver,Diesel,Automatic,1.8,26063,104169,"1,982.00",Low,,,,
X1,2021,Europe,Red,Diesel,Automatic,3.8,151942,43447,"3,325.00",Low,,,,
3 Series,2018,North America,Red,Diesel,Automatic,4,22382,48826,"1,280.00",Low,,,,
i8,2015,Europe,Red,Hybrid,Manual,4.5,61158,56501,"2,984.00",Low,,,,
i8,2013,Asia,Blue,Diesel,Automatic,4.7,100397,109101,"5,762.00",Low,,,,
3 Series,2022,Asia,Silver,Diesel,Manual,3,177839,52928,"7,455.00",High,,,,
i3,2011,Middle East,Red,Hybrid,Manual,4.9,130648,39917,"1,943.00",Low,,,,
i3,2012,Europe,Blue,Diesel,Automatic,1.6,13757,92303,"2,186.00",Low,,,,
X6,2014,Europe,Black,Electric,Manual,4.5,101487,69618,"4,572.00",Low,,,,
i8,2017,Asia,White,Hybrid,Automatic,2.6,136352,78993,"9,171.00",High,,,,
X6,2021,Africa,Black,Hybrid,Manual,4.7,22109,50812,"8,010.00",High,,,,
X3,2019,Africa,White,Electric,Manual,2.3,94904,67334,"2,925.00",Low,,,,
M5,2011,Asia,Grey,Electric,Automatic,4.1,87275,90428,"3,633.00",Low,,,,
5 Series,2014,Africa,Grey,Hybrid,Automatic,3,8609,32263,"8,924.00",High,,,,
3 Series,2023,Asia,White,Electric,Manual,2.8,163273,110329,"4,074.00",Low,,,,
X1,2018,Asia,Red,Diesel,Manual,1.7,18214,35148,"5,739.00",Low,,,,
5 Series,2011,Middle East,Grey,Petrol,Manual,4,24313,90251,"4,704.00",Low,,,,
X1,2024,South America,White,Hybrid,Automatic,2.1,148308,43731,"7,842.00",High,,,,
X1,2017,South America,Silver,Hybrid,Manual,3.1,53949,67263,"3,939.00",Low,,,,
5 Series,2012,Middle East,Black,Diesel,Automatic,2,1463,82480,"1,303.00",Low,,,,
X1,2017,South America,Grey,Diesel,Manual,3.6,38382,97015,"2,143.00",Low,,,,
X6,2013,Asia,Black,Diesel,Manual,2.3,79268,96031,"4,570.00",Low,,,,
X3,2013,Africa,Grey,Petrol,Automatic,3.6,121527,67553,"1,697.00",Low,,,,
i8,2021,Africa,Silver,Petrol,Manual,4.8,81958,48689,"6,148.00",Low,,,,
M5,2016,Middle East,Grey,Diesel,Manual,4.7,187902,72155,135,Low,,,,
7 Series,2014,North America,White,Electric,Manual,2.2,55262,68089,122,Low,,,,
5 Series,2013,Asia,Black,Petrol,Automatic,1.8,180941,52058,951,Low,,,,
M3,2016,North America,Silver,Petrol,Automatic,1.6,92376,40834,"3,649.00",Low,,,,
i8,2021,Africa,Grey,Petrol,Manual,4.4,21825,44490,"1,895.00",Low,,,,
X6,2012,Asia,Silver,Diesel,Automatic,2.4,118626,49875,"5,579.00",Low,,,,
5 Series,2024,South America,Red,Diesel,Automatic,2.5,94831,76825,"3,844.00",Low,,,,
i3,2018,Middle East,Black,Diesel,Automatic,2.3,199561,61668,"8,470.00",High,,,,
X5,2023,South America,Blue,Hybrid,Manual,4.4,92775,74231,"1,462.00",Low,,,,
i3,2022,South America,Black,Hybrid,Manual,4.9,77317,68729,"6,584.00",Low,,,,
X1,2014,Africa,Black,Diesel,Automatic,4.1,146281,119988,"9,502.00",High,,,,
X3,2021,North America,Blue,Hybrid,Manual,4.4,54349,105290,"4,067.00",Low,,,,
i3,2012,Africa,Black,Electric,Automatic,3.7,110962,38367,"5,628.00",Low,,,,
3 Series,2011,Asia,Red,Hybrid,Automatic,3.4,152533,52665,"4,397.00",Low,,,,
X6,2016,Europe,Silver,Hybrid,Manual,4,124323,80145,"8,688.00",High,,,,
M5,2021,Middle East,Black,Electric,Automatic,1.6,41277,117904,"8,618.00",High,,,,
M3,2016,Europe,Grey,Diesel,Manual,1.7,18283,85109,128,Low,,,,
X5,2021,Europe,Grey,Petrol,Manual,3.9,91761,92915,"8,763.00",High,,,,
M3,2022,South America,Grey,Diesel,Manual,2.7,44694,32603,"6,255.00",Low,,,,
X1,2014,Africa,Black,Electric,Manual,3.2,97615,69184,"6,595.00",Low,,,,
5 Series,2013,South America,Blue,Hybrid,Manual,4.2,35416,66806,"8,164.00",High,,,,
X6,2022,Middle East,White,Electric,Automatic,3.5,24170,94821,"1,677.00",Low,,,,
M3,2020,Africa,Black,Petrol,Automatic,4.3,121298,104719,"4,675.00",Low,,,,
M5,2011,Asia,Red,Petrol,Manual,3,80553,44605,"5,892.00",Low,,,,
X5,2011,Middle East,Silver,Diesel,Manual,2.5,149183,78668,"9,414.00",High,,,,
i3,2016,Asia,White,Diesel,Automatic,2.3,126616,98042,"7,139.00",High,,,,
M3,2019,Africa,Grey,Hybrid,Automatic,2,188254,98790,"2,563.00",Low,,,,
3 Series,2016,Asia,White,Diesel,Manual,1.6,3450,42130,"9,084.00",High,,,,
X1,2013,North America,Red,Diesel,Manual,1.7,16784,33827,"5,161.00",Low,,,,
X1,2023,Europe,Grey,Petrol,Manual,2.4,89177,89336,"7,258.00",High,,,,
7 Series,2013,North America,Red,Hybrid,Manual,2.5,103941,42023,"9,316.00",High,,,,
i8,2013,North America,Silver,Diesel,Automatic,2.8,66954,94313,916,Low,,,,
X3,2020,North America,Blue,Diesel,Automatic,3.6,100684,62478,"7,951.00",High,,,,
X5,2011,South America,Grey,Electric,Manual,4.2,56335,64264,"8,104.00",High,,,,
M5,2022,Europe,Grey,Diesel,Automatic,2.2,119637,46508,"3,336.00",Low,,,,
5 Series,2022,Africa,Silver,Hybrid,Automatic,4.2,29539,77435,"6,341.00",Low,,,,
X5,2018,South America,Silver,Petrol,Automatic,2,109023,44512,"1,560.00",Low,,,,
X5,2010,Africa,Blue,Petrol,Manual,5,36418,78409,"5,105.00",Low,,,,
X5,2024,Asia,Black,Diesel,Manual,2.5,26010,50248,"3,024.00",Low,,,,
M3,2017,Middle East,Grey,Electric,Manual,4.4,2127,71822,"7,861.00",High,,,,
i3,2015,Africa,Black,Diesel,Manual,2.2,57333,62394,"1,530.00",Low,,,,
M3,2024,Africa,White,Electric,Manual,4.8,31714,60593,"1,685.00",Low,,,,
X1,2022,Middle East,Blue,Diesel,Automatic,4.4,168705,100216,598,Low,,,,
7 Series,2019,North America,Black,Petrol,Manual,2.8,119761,95975,"5,433.00",Low,,,,
i3,2016,Asia,Grey,Diesel,Automatic,3,174616,87214,"5,501.00",Low,,,,
M5,2021,Africa,Black,Petrol,Manual,1.5,118179,99330,"5,426.00",Low,,,,
X6,2014,Africa,White,Electric,Manual,2.4,99538,51896,"6,109.00",Low,,,,
M5,2015,Asia,Grey,Petrol,Manual,2.5,48742,60051,"6,304.00",Low,,,,
X3,2015,Africa,Red,Hybrid,Manual,3.1,97876,65598,"8,994.00",High,,,,
M3,2022,Middle East,Grey,Electric,Manual,2,23845,97036,"7,487.00",High,,,,
X3,2018,Asia,Silver,Electric,Manual,3.2,84135,88161,"8,314.00",High,,,,
i8,2019,South America,Blue,Hybrid,Automatic,3.8,151051,101922,"5,494.00",Low,,,,
7 Series,2022,Europe,Silver,Electric,Manual,2.8,133276,108336,"9,196.00",High,,,,
X1,2013,Africa,Black,Petrol,Automatic,2.3,182392,78027,935,Low,,,,
M5,2021,Europe,Silver,Diesel,Automatic,3.4,61084,90470,"5,388.00",Low,,,,
7 Series,2020,Middle East,Black,Petrol,Manual,1.6,147039,82132,"5,138.00",Low,,,,
7 Series,2021,Africa,Silver,Hybrid,Automatic,2.7,17188,48785,"8,298.00",High,,,,
5 Series,2022,Africa,Black,Diesel,Manual,3.3,37102,118459,"7,290.00",High,,,,
5 Series,2014,South America,Blue,Electric,Manual,2.7,21326,52411,"9,738.00",High,,,,
M3,2013,Africa,Black,Diesel,Automatic,2.7,131289,75425,"2,137.00",Low,,,,
X5,2010,Africa,White,Petrol,Manual,4.5,124093,117921,"8,679.00",High,,,,
X5,2019,North America,Black,Diesel,Automatic,4.8,28444,119357,"9,618.00",High,,,,
X6,2015,South America,Blue,Diesel,Manual,4.4,110275,74682,"4,567.00",Low,,,,
X5,2014,North America,Grey,Hybrid,Manual,1.8,93793,87769,"4,400.00",Low,,,,
X1,2013,Europe,Red,Hybrid,Manual,2.5,175970,51735,"1,703.00",Low,,,,
X5,2015,North America,Red,Diesel,Automatic,4,195069,113058,"6,861.00",Low,,,,
i3,2021,Europe,Grey,Electric,Automatic,4.9,89441,57307,"7,708.00",High,,,,
X6,2014,Europe,Silver,Hybrid,Manual,2.3,104423,84057,"1,477.00",Low,,,,
M5,2012,Africa,Blue,Electric,Automatic,4.6,182749,49042,"3,476.00",Low,,,,
X5,2011,South America,Blue,Petrol,Manual,4.1,59332,43313,"3,537.00",Low,,,,
X3,2022,Europe,Blue,Electric,Automatic,4.9,19891,81984,"1,578.00",Low,,,,
X1,2015,Middle East,Red,Petrol,Manual,1.8,151049,97623,"3,314.00",Low,,,,
i3,2013,Asia,Grey,Petrol,Manual,2.9,60706,93891,"1,907.00",Low,,,,
3 Series,2020,Middle East,Black,Petrol,Automatic,3.2,113391,35011,"4,062.00",Low,,,,
i3,2024,Europe,Black,Petrol,Automatic,3.9,99902,86062,362,Low,,,,
M5,2022,Asia,White,Diesel,Automatic,3.8,187830,49947,547,Low,,,,
X3,2019,Europe,Silver,Hybrid,Manual,4.7,56620,93157,"9,640.00",High,,,,
X1,2012,Asia,Blue,Diesel,Automatic,4.4,106560,113260,"2,591.00",Low,,,,
i8,2023,South America,Blue,Petrol,Manual,1.7,168247,51324,845,Low,,,,
7 Series,2017,Africa,Grey,Diesel,Automatic,3.2,143352,73373,"7,376.00",High,,,,
X1,2021,Africa,Black,Hybrid,Manual,2.9,39395,94395,"5,426.00",Low,,,,
i8,2018,Middle East,Red,Hybrid,Manual,5,66099,81482,"6,000.00",Low,,,,
M3,2024,Europe,Blue,Electric,Manual,3,49212,93492,744,Low,,,,
X1,2016,North America,Silver,Petrol,Manual,3.9,181876,54874,"2,233.00",Low,,,,
i8,2011,Africa,Grey,Petrol,Manual,2.5,142813,65178,"3,269.00",Low,,,,
7 Series,2017,South America,Red,Electric,Automatic,3.7,23330,112823,"8,754.00",High,,,,
M3,2020,Europe,Blue,Petrol,Manual,2.2,122380,104543,"5,328.00",Low,,,,
5 Series,2022,Europe,Black,Petrol,Automatic,3.6,155314,45871,"1,321.00",Low,,,,
M3,2022,South America,Blue,Petrol,Automatic,4.5,104320,90227,"3,626.00",Low,,,,
X6,2020,South America,Silver,Hybrid,Manual,1.6,80460,45998,"6,512.00",Low,,,,
7 Series,2014,North America,Black,Diesel,Manual,3.3,32801,71358,"3,934.00",Low,,,,
5 Series,2024,South America,Blue,Hybrid,Automatic,4.9,37482,92894,"3,089.00",Low,,,,
M5,2024,Middle East,Blue,Hybrid,Automatic,2.1,193871,66082,"4,744.00",Low,,,,
M5,2024,Middle East,Grey,Petrol,Automatic,2.1,92404,117104,"3,874.00",Low,,,,
5 Series,2020,Middle East,White,Petrol,Automatic,3.1,127423,54350,"7,655.00",High,,,,
3 Series,2019,North America,Red,Electric,Manual,4.5,76810,50816,"1,422.00",Low,,,,
7 Series,2016,Asia,Grey,Diesel,Manual,3.5,111962,102465,"3,800.00",Low,,,,
3 Series,2014,South America,White,Hybrid,Manual,3.3,7004,116955,"2,188.00",Low,,,,
i8,2011,North America,Blue,Petrol,Manual,1.8,194709,76088,"1,292.00",Low,,,,
M3,2021,Middle East,White,Electric,Manual,4.9,142332,76489,"1,990.00",Low,,,,
M3,2021,South America,Silver,Petrol,Automatic,2.7,170758,108848,"4,795.00",Low,,,,
3 Series,2021,Africa,White,Hybrid,Manual,2.4,148820,72755,"5,634.00",Low,,,,
M5,2013,Africa,Silver,Electric,Automatic,2.9,665,107653,"4,454.00",Low,,,,
X6,2022,Europe,Red,Petrol,Manual,2.9,10577,81717,"6,096.00",Low,,,,
i3,2020,Middle East,Red,Diesel,Manual,3.1,48151,49970,"7,602.00",High,,,,
i8,2014,Asia,Black,Diesel,Manual,3.9,3593,48586,"6,058.00",Low,,,,
3 Series,2015,North America,Blue,Electric,Manual,4.5,190476,43670,"9,598.00",High,,,,
X3,2014,Africa,Silver,Electric,Manual,1.7,132574,34570,"3,580.00",Low,,,,
3 Series,2019,Africa,Black,Diesel,Automatic,3.2,23569,90112,963,Low,,,,
X5,2020,Europe,Blue,Petrol,Manual,2.9,68746,84946,"8,777.00",High,,,,
M3,2024,Middle East,Black,Hybrid,Automatic,1.5,182969,53328,"9,097.00",High,,,,
7 Series,2010,North America,White,Hybrid,Manual,4.4,6047,89721,"5,862.00",Low,,,,
M3,2010,Africa,White,Hybrid,Manual,1.9,49172,42755,"3,620.00",Low,,,,
3 Series,2024,Asia,Red,Hybrid,Manual,1.9,64296,117711,"7,753.00",High,,,,
i8,2012,Africa,Silver,Petrol,Automatic,1.7,178034,92198,"6,916.00",Low,,,,
i3,2018,Europe,Red,Petrol,Automatic,2.2,46553,79620,"6,841.00",Low,,,,
5 Series,2020,Asia,Grey,Petrol,Automatic,2.1,162349,101834,"9,393.00",High,,,,
5 Series,2011,South America,Black,Electric,Manual,2.7,183863,82772,464,Low,,,,
X6,2019,Europe,Grey,Hybrid,Manual,3.8,52743,88641,"6,033.00",Low,,,,
X6,2014,Africa,Red,Petrol,Automatic,1.7,193443,84452,"2,091.00",Low,,,,
7 Series,2018,Asia,Grey,Diesel,Manual,4.5,127347,98613,"5,756.00",Low,,,,
M3,2016,Europe,Grey,Petrol,Manual,2.6,44117,64546,427,Low,,,,
i8,2020,Europe,White,Diesel,Manual,3.6,4588,49054,"8,751.00",High,,,,
5 Series,2017,South America,White,Diesel,Manual,1.5,142775,38337,"3,438.00",Low,,,,
X1,2011,Africa,Red,Diesel,Manual,2.8,73714,40149,"3,407.00",Low,,,,
X5,2014,North America,Grey,Electric,Automatic,1.5,124858,50290,"2,786.00",Low,,,,
X1,2018,Europe,Silver,Hybrid,Automatic,2.1,132749,44098,"9,316.00",High,,,,
X1,2010,Middle East,Red,Diesel,Automatic,3.1,133164,104912,"2,294.00",Low,,,,
3 Series,2010,South America,Red,Hybrid,Manual,3.4,124638,109669,"5,493.00",Low,,,,
X3,2019,Europe,Red,Petrol,Automatic,2,73286,66234,"1,396.00",Low,,,,
X3,2017,Europe,Grey,Hybrid,Automatic,4.1,185766,115491,"6,133.00",Low,,,,
X5,2011,North America,White,Petrol,Automatic,2.2,103018,71764,"5,026.00",Low,,,,
X3,2018,Asia,Red,Diesel,Automatic,1.9,6100,80867,"4,170.00",Low,,,,
5 Series,2019,North America,Blue,Petrol,Manual,2.7,142520,100250,"7,699.00",High,,,,
3 Series,2018,Africa,Blue,Petrol,Automatic,3.4,106859,79960,"9,584.00",High,,,,
5 Series,2013,Africa,White,Diesel,Manual,5,14538,32587,"4,927.00",Low,,,,
X3,2011,Asia,White,Electric,Automatic,3,47476,69971,"9,917.00",High,,,,
M3,2012,Africa,Red,Hybrid,Automatic,3,6629,54975,"5,344.00",Low,,,,
X5,2019,South America,White,Petrol,Manual,1.7,120743,52906,"3,733.00",Low,,,,
i3,2010,Asia,Red,Electric,Automatic,4.2,139690,97156,"6,765.00",Low,,,,
i8,2012,Asia,Blue,Petrol,Manual,2.1,15064,106314,"2,392.00",Low,,,,
M3,2014,North America,Grey,Diesel,Manual,4.1,95088,95550,"7,028.00",High,,,,
X5,2012,Europe,White,Electric,Manual,4.7,4279,35379,"7,312.00",High,,,,
i3,2012,North America,Grey,Diesel,Automatic,4.2,52323,88555,"9,362.00",High,,,,
X3,2019,South America,White,Electric,Manual,3.7,114532,109401,809,Low,,,,
M3,2015,South America,Blue,Hybrid,Manual,3.6,198557,100324,"5,584.00",Low,,,,
X5,2012,North America,Blue,Hybrid,Automatic,3.1,190235,30917,"9,921.00",High,,,,
X1,2012,Europe,White,Hybrid,Automatic,2,151747,48134,"5,788.00",Low,,,,
7 Series,2024,Europe,Red,Diesel,Automatic,4.2,9128,64705,"6,268.00",Low,,,,
X5,2018,Asia,White,Electric,Manual,3.2,158028,77216,"8,430.00",High,,,,
i3,2011,North America,Grey,Hybrid,Manual,3.7,115749,45460,"3,773.00",Low,,,,
M5,2010,Middle East,Silver,Hybrid,Automatic,2.8,149300,70869,"3,577.00",Low,,,,
5 Series,2019,North America,White,Hybrid,Automatic,2.2,30691,68011,"7,556.00",High,,,,
5 Series,2017,North America,Red,Diesel,Automatic,4.3,75731,47662,"1,429.00",Low,,,,
M5,2022,Middle East,Blue,Hybrid,Automatic,2.7,108522,50803,582,Low,,,,
X6,2023,Asia,White,Diesel,Automatic,4.5,141429,79602,"2,492.00",Low,,,,
i8,2012,North America,Black,Petrol,Automatic,4.9,11074,46668,"2,581.00",Low,,,,
X5,2016,Europe,Blue,Petrol,Automatic,4.4,143114,115553,"7,774.00",High,,,,
7 Series,2011,Europe,White,Diesel,Automatic,1.9,25949,67081,"3,436.00",Low,,,,
i3,2020,South America,Black,Electric,Automatic,4.5,44620,118877,"6,107.00",Low,,,,
X3,2020,Europe,Silver,Electric,Automatic,3.3,40094,72046,"2,439.00",Low,,,,
5 Series,2021,Middle East,White,Diesel,Manual,2.3,199851,113882,"3,321.00",Low,,,,
M5,2017,Middle East,Blue,Electric,Automatic,1.8,27044,79668,"5,790.00",Low,,,,
X3,2018,Asia,White,Electric,Manual,2.5,57820,72371,"7,082.00",High,,,,
M3,2017,South America,Black,Diesel,Manual,2,186388,62536,"5,915.00",Low,,,,
X1,2017,South America,Red,Electric,Manual,1.6,53390,69470,"3,405.00",Low,,,,
i8,2017,Africa,Blue,Petrol,Automatic,5,69865,88794,"7,172.00",High,,,,
X6,2023,Africa,Black,Hybrid,Automatic,4.4,150902,72166,902,Low,,,,
5 Series,2016,North America,Red,Diesel,Automatic,4.1,138122,66345,"1,085.00",Low,,,,
i8,2011,Africa,Red,Electric,Automatic,2.2,113121,67588,"7,337.00",High,,,,
X3,2017,Middle East,Red,Hybrid,Manual,1.6,120071,89281,"6,002.00",Low,,,,
5 Series,2014,Asia,Black,Electric,Manual,3.2,186977,95105,"8,740.00",High,,,,
M3,2015,Middle East,Grey,Hybrid,Manual,4.1,96872,47447,"8,586.00",High,,,,
M5,2013,North America,Grey,Electric,Manual,4.9,51507,55280,"9,535.00",High,,,,
X6,2010,North America,Silver,Electric,Manual,4.5,101425,69229,"7,541.00",High,,,,
X5,2022,South America,Blue,Electric,Automatic,4.6,147823,73850,"8,532.00",High,,,,
i8,2014,North America,Red,Diesel,Automatic,2.3,83167,105913,"1,548.00",Low,,,,
X1,2012,Asia,Black,Diesel,Automatic,2,6481,48308,"4,780.00",Low,,,,
X1,2018,Africa,Grey,Electric,Automatic,2.4,94187,35003,"8,516.00",High,,,,
3 Series,2013,Africa,Grey,Electric,Manual,2,76825,71472,"6,731.00",Low,,,,
X5,2019,Europe,Red,Hybrid,Automatic,4.3,188978,41825,"8,469.00",High,,,,
X5,2011,North America,Black,Petrol,Automatic,4.7,66191,50126,"5,808.00",Low,,,,
X6,2013,Europe,Blue,Electric,Automatic,2.6,118568,46997,"9,203.00",High,,,,
3 Series,2012,Europe,Grey,Petrol,Manual,4.6,192563,34413,"9,391.00",High,,,,
X1,2012,Africa,White,Petrol,Automatic,1.7,129400,98976,"9,145.00",High,,,,
3 Series,2014,Asia,Silver,Electric,Manual,3.9,95076,88522,"7,743.00",High,,,,
i8,2010,Middle East,Black,Hybrid,Automatic,3.3,185811,76123,"9,854.00",High,,,,
X6,2014,South America,Grey,Diesel,Automatic,2.5,4914,66755,"8,954.00",High,,,,
X5,2017,Europe,Red,Hybrid,Automatic,4.2,156474,53970,"7,121.00",High,,,,
5 Series,2024,Middle East,Grey,Electric,Automatic,2.2,51961,61196,"5,927.00",Low,,,,
M5,2024,Middle East,Black,Electric,Automatic,3,102862,64573,"7,523.00",High,,,,
5 Series,2019,Asia,White,Electric,Automatic,4,161731,51326,"9,261.00",High,,,,
3 Series,2021,Middle East,White,Hybrid,Automatic,2.7,105205,60279,910,Low,,,,
i3,2018,North America,Silver,Petrol,Automatic,4.5,164135,94874,"8,126.00",High,,,,
7 Series,2021,Europe,White,Electric,Manual,4.5,51343,74078,"5,265.00",Low,,,,
X5,2010,Asia,Red,Diesel,Automatic,2.2,15641,96026,"3,830.00",Low,,,,
5 Series,2023,South America,Blue,Diesel,Manual,3,33096,41237,512,Low,,,,
X5,2011,Asia,Black,Petrol,Manual,3,154063,109828,362,Low,,,,
5 Series,2011,South America,Red,Diesel,Manual,2.9,60405,98573,"1,808.00",Low,,,,
M5,2015,South America,Silver,Hybrid,Automatic,3.3,106062,85046,"2,011.00",Low,,,,
M3,2010,Asia,Red,Electric,Automatic,1.8,151123,98586,"5,848.00",Low,,,,
X5,2020,South America,Silver,Petrol,Manual,4.5,149890,110839,"2,443.00",Low,,,,
